Date,Open_NUE,High_NUE,Low_NUE,Close_NUE,Volume_NUE,AdjClose_NUE
2015-01-14,44.950001,44.950001,43.619999,44.41,3226000,42.545635
2015-01-15,44.84,45.220001,44.139999,44.209999,2190200,42.35403
2015-01-16,44.279999,44.560001,43.810001,44.419998,2555700,42.555214
2015-01-20,44.279999,44.560001,43.75,44.09,2443300,42.239069
2015-01-21,43.91,44.419998,43.779999,44.009998,2637300,42.162426
2015-01-22,44.27,45.0,43.880001,44.849998,2495700,42.967162
2015-01-23,45.209999,45.220001,43.790001,43.799999,2612800,41.961243
2015-01-26,43.779999,44.700001,43.560001,44.330002,2584100,42.468995
2015-01-27,44.09,45.34,43.060001,44.82,4369600,42.938423
2015-01-28,45.110001,45.23,44.0,44.040001,3137200,42.191169
2015-01-29,43.900002,43.970001,42.93,43.73,3108800,41.894182
2015-01-30,43.279999,44.25,43.18,43.650002,5037700,41.817542
2015-02-02,43.869999,44.360001,43.509998,44.209999,3551000,42.35403
2015-02-03,44.610001,45.84,44.220001,45.73,4619100,43.81022
2015-02-04,45.139999,45.82,45.139999,45.5,3462600,43.589876
2015-02-05,45.709999,47.740002,45.639999,47.630001,3850200,45.630458
2015-02-06,47.139999,48.860001,47.110001,48.27,5715500,46.24359
2015-02-09,48.189999,48.950001,47.959999,48.049999,3335700,46.032825
2015-02-10,47.82,47.919998,46.919998,47.810001,1966400,45.802902
2015-02-11,47.599998,47.900002,47.099998,47.709999,2294200,45.707098
2015-02-12,48.279999,48.57,47.959999,48.349998,2191300,46.32023
2015-02-13,48.779999,49.169998,48.599998,48.900002,1902600,46.847143
2015-02-17,48.919998,48.950001,48.220001,48.68,1427400,46.636378
2015-02-18,48.439999,48.709999,48.130001,48.25,1394600,46.224429
2015-02-19,47.939999,48.41,47.630001,48.139999,1189500,46.119046
2015-02-20,48.09,48.560001,47.889999,48.48,1308900,46.444773
2015-02-23,48.009998,48.25,47.650002,48.0,1526100,45.984924
2015-02-24,48.0,48.790001,47.970001,48.650002,1883100,46.607638
2015-02-25,48.639999,48.669998,47.43,47.709999,1732300,45.707098
2015-02-26,47.880001,48.0,47.119999,47.259998,1330700,45.275988
2015-02-27,47.23,47.57,46.75,47.029999,2135900,45.055644
2015-03-02,47.09,47.16,46.689999,47.130001,1680600,45.151449
2015-03-03,47.029999,47.529999,46.82,47.150002,1880600,45.170609
2015-03-04,46.68,47.59,46.610001,47.41,2660800,45.419693
2015-03-05,47.389999,47.669998,46.82,47.639999,1989000,45.640037
2015-03-06,47.43,47.799999,46.98,47.029999,3017100,45.055644
2015-03-09,46.98,47.259998,46.880001,47.189999,2085500,45.208927
2015-03-10,46.59,46.84,45.939999,46.169998,3252200,44.231747
2015-03-11,46.049999,46.639999,45.939999,46.48,1886500,44.528735
2015-03-12,46.900002,47.209999,46.619999,47.18,1944200,45.199349
2015-03-13,47.169998,47.169998,46.349998,46.790001,2147300,44.825722
2015-03-16,46.84,47.34,46.299999,47.299999,1731600,45.31431
2015-03-17,47.130001,47.57,46.869999,47.41,1450100,45.419693
2015-03-18,47.009998,49.48,46.849998,49.27,3547300,47.201609
2015-03-19,47.860001,48.169998,45.450001,46.099998,7759300,44.164686
2015-03-20,45.91,47.439999,45.91,47.139999,7469300,45.161027
2015-03-23,47.299999,47.939999,47.279999,47.639999,1944000,45.640037
2015-03-24,47.57,47.740002,46.959999,47.02,2194600,45.046066
2015-03-25,47.619999,47.619999,46.75,46.759998,2955200,44.796979
2015-03-26,46.990002,47.450001,46.799999,47.110001,2408500,45.132288
2015-03-27,46.349998,46.599998,45.889999,46.5,1840600,44.902465
2015-03-30,46.950001,47.580002,46.759998,47.330002,1719400,45.703952
2015-03-31,47.18,47.700001,46.549999,47.529999,2508100,45.897078
2015-04-01,46.84,46.950001,45.59,46.310001,3773100,44.718994
2015-04-02,46.419998,47.360001,45.91,47.259998,2166900,45.636354
2015-04-06,47.299999,47.459999,46.68,46.740002,2335700,45.134222
2015-04-07,46.900002,47.23,46.650002,47.009998,1527900,45.394943
2015-04-08,47.439999,47.810001,47.029999,47.59,2269900,45.955018
2015-04-09,47.32,47.889999,46.990002,47.790001,2173600,46.148148
2015-04-10,47.689999,48.400002,47.549999,48.220001,1845500,46.563375
2015-04-13,48.02,48.110001,47.279999,47.360001,1971000,45.73292
2015-04-14,47.619999,48.0,47.130001,47.810001,2117900,46.167461
2015-04-15,48.18,48.91,47.970001,48.52,2541500,46.853068
2015-04-16,48.509998,48.509998,47.349998,47.380001,2240400,45.752234
2015-04-17,46.98,47.0,46.049999,46.41,2603800,44.815557
2015-04-20,46.619999,47.549999,46.619999,47.380001,1916200,45.752234
2015-04-21,47.290001,47.77,46.740002,46.810001,1610500,45.201817
2015-04-22,47.009998,47.029999,46.400002,46.82,1894000,45.211471
2015-04-23,46.669998,48.630001,46.240002,48.419998,3339200,46.756501
2015-04-24,48.66,48.990002,47.869999,48.110001,2596000,46.457154
2015-04-27,48.450001,49.279999,48.450001,48.599998,2607300,46.930317
2015-04-28,48.709999,49.599998,48.68,49.560001,2931900,47.857339
2015-04-29,48.950001,49.560001,48.709999,49.189999,2005800,47.500048
2015-04-30,48.900002,49.389999,48.650002,48.860001,3100400,47.181387
2015-05-01,49.299999,49.400002,48.43,49.0,2214400,47.316577
2015-05-04,49.259998,49.439999,48.939999,49.220001,2376500,47.529019
2015-05-05,49.389999,49.810001,48.759998,48.900002,1763400,47.220014
2015-05-06,49.16,49.43,48.41,48.59,1847800,46.920662
2015-05-07,48.259998,48.73,47.830002,48.66,1235200,46.988257
2015-05-08,49.310001,49.389999,48.84,48.900002,1719100,47.220014
2015-05-11,49.0,49.130001,48.650002,48.93,1600600,47.248982
2015-05-12,48.889999,48.959999,48.32,48.330002,1890600,46.669597
2015-05-13,48.52,49.07,48.450001,48.759998,1448700,47.08482
2015-05-14,49.23,49.650002,49.049999,49.599998,2588300,47.895962
2015-05-15,49.639999,49.779999,49.25,49.32,1237500,47.625582
2015-05-18,49.099998,49.330002,48.799999,49.049999,1177900,47.364858
2015-05-19,48.799999,48.93,47.740002,47.950001,1955800,46.302651
2015-05-20,47.810001,48.279999,47.700001,48.060001,1278200,46.408872
2015-05-21,48.139999,48.209999,47.52,47.77,1355600,46.128834
2015-05-22,47.720001,48.34,47.200001,48.099998,1752100,46.447495
2015-05-26,47.880001,47.950001,47.009998,47.189999,1337400,45.568759
2015-05-27,47.150002,47.900002,47.07,47.810001,1337600,46.167461
2015-05-28,47.48,47.630001,47.209999,47.580002,961000,45.945363
2015-05-29,47.470001,47.740002,47.290001,47.299999,1451600,45.67498
2015-06-01,47.580002,48.0,47.0,47.59,1721400,45.955018
2015-06-02,47.75,49.59,47.619999,49.41,3087700,47.712491
2015-06-03,49.349998,50.700001,49.27,49.77,3568000,48.060123
2015-06-04,49.34,49.799999,48.779999,49.060001,1668100,47.374517
2015-06-05,49.080002,49.25,48.669998,48.919998,1155000,47.239323
2015-06-08,48.869999,49.16,48.400002,48.52,1590900,46.853068
2015-06-09,48.59,48.830002,48.290001,48.310001,1335900,46.650283
2015-06-10,48.869999,49.119999,48.669998,48.900002,1252600,47.220014
2015-06-11,48.73,49.200001,48.59,48.900002,1159300,47.220014
2015-06-12,48.709999,48.790001,48.009998,48.59,1159700,46.920662
2015-06-15,48.119999,48.119999,47.419998,47.5,1420000,45.86811
2015-06-16,47.330002,48.169998,47.200001,48.09,1174100,46.43784
2015-06-17,48.240002,48.380001,47.5,48.119999,860900,46.466808
2015-06-18,47.169998,48.060001,47.139999,47.84,2501600,46.196429
2015-06-19,47.599998,47.93,47.330002,47.5,2100800,45.86811
2015-06-22,47.5,48.0,47.02,47.169998,1820100,45.549445
2015-06-23,47.32,48.189999,47.060001,48.099998,1547200,46.447495
2015-06-24,48.029999,48.27,47.380001,47.43,1445800,45.800515
2015-06-25,47.5,48.049999,47.259998,47.299999,1435000,45.67498
2015-06-26,46.939999,47.389999,46.200001,46.25,2456500,45.016042
2015-06-29,45.91,46.32,44.93,45.009998,1996100,43.809124
2015-06-30,45.41,45.459999,43.91,44.07,2663900,42.894205
2015-07-01,44.349998,44.889999,44.200001,44.490002,2210800,43.303001
2015-07-02,44.490002,44.66,43.669998,44.25,1968100,43.069402
2015-07-06,43.599998,44.34,43.310001,43.639999,1721700,42.475677
2015-07-07,43.259998,44.25,42.240002,44.110001,3237100,42.933138
2015-07-08,43.779999,43.799999,42.75,42.799999,1922200,41.658088
2015-07-09,43.470001,43.689999,42.959999,42.959999,1588500,41.813819
2015-07-10,43.459999,43.799999,43.27,43.349998,1264900,42.193413
2015-07-13,43.77,44.389999,43.299999,44.150002,1590700,42.972072
2015-07-14,43.950001,44.310001,43.689999,44.18,1060300,43.00127
2015-07-15,44.18,44.18,43.220001,43.52,1435100,42.358879
2015-07-16,43.939999,43.939999,43.099998,43.259998,1591800,42.105814
2015-07-17,43.099998,43.32,42.5,42.689999,1898200,41.551022
2015-07-20,42.66,42.700001,42.09,42.18,1876000,41.054631
2015-07-21,42.150002,43.259998,42.150002,42.580002,2949000,41.44396
2015-07-22,42.07,42.48,41.459999,42.18,3162200,41.054631
2015-07-23,42.540001,43.970001,42.5,43.490002,3993200,42.329681
2015-07-24,43.450001,43.560001,42.450001,42.639999,3379400,41.502357
2015-07-27,42.450001,44.290001,42.25,43.799999,4301200,42.631408
2015-07-28,44.41,44.830002,44.009998,44.5,3862200,43.312732
2015-07-29,44.630001,45.509998,44.48,45.439999,3012900,44.227652
2015-07-30,45.400002,45.759998,44.43,44.849998,2509400,43.653393
2015-07-31,45.18,45.32,44.009998,44.139999,3127000,42.962337
2015-08-03,44.009998,44.549999,43.549999,44.529999,1796600,43.341931
2015-08-04,44.759998,45.080002,44.549999,44.990002,1878700,43.789661
2015-08-05,45.299999,46.16,45.299999,45.490002,2220700,44.276321
2015-08-06,45.439999,45.98,45.290001,45.700001,2016800,44.480717
2015-08-07,45.439999,46.080002,44.98,45.139999,2321900,43.935656
2015-08-10,45.299999,46.709999,44.919998,46.689999,2237400,45.444301
2015-08-11,45.610001,45.91,45.09,45.279999,2386600,44.071921
2015-08-12,44.889999,44.970001,43.84,44.740002,2084500,43.546331
2015-08-13,44.57,45.5,44.369999,45.459999,2025400,44.247119
2015-08-14,45.48,46.490002,45.360001,46.310001,2140600,45.074443
2015-08-17,46.060001,47.0,45.830002,46.959999,2082000,45.707098
2015-08-18,46.700001,46.93,46.299999,46.459999,1252300,45.220438
2015-08-19,46.150002,46.470001,45.75,46.049999,1742700,44.821377
2015-08-20,46.07,46.130001,44.720001,44.810001,2091800,43.614463
2015-08-21,44.5,44.5,43.34,43.34,2745600,42.183682
2015-08-24,41.150002,43.279999,40.799999,41.439999,3463200,40.334372
2015-08-25,42.669998,42.900002,40.509998,40.540001,2862900,39.458387
2015-08-26,41.5,41.639999,40.630001,41.580002,3003600,40.47064
2015-08-27,42.23,43.220001,42.189999,43.130001,3527300,41.979285
2015-08-28,42.970001,43.619999,42.240002,43.310001,2247100,42.154483
2015-08-31,43.009998,43.419998,42.549999,43.290001,2322600,42.135016
2015-09-01,42.049999,42.860001,41.669998,42.029999,2086800,40.908631
2015-09-02,42.779999,42.849998,42.110001,42.799999,1547900,41.658088
2015-09-03,43.330002,44.540001,42.860001,42.880001,4095200,41.735955
2015-09-04,42.490002,42.57,41.599998,41.669998,3412800,40.558235
2015-09-08,43.029999,43.029999,41.77,42.560001,5456400,41.424493
2015-09-09,43.310001,43.360001,41.5,41.549999,4897200,40.441438
2015-09-10,41.509998,42.330002,41.459999,41.830002,3109300,40.71397
2015-09-11,41.799999,42.119999,41.57,42.119999,1506000,40.99623
2015-09-14,41.950001,42.0,40.5,40.73,2430500,39.643316
2015-09-15,40.810001,41.029999,40.450001,40.900002,2518300,39.808782
2015-09-16,41.400002,42.189999,41.27,41.639999,2401200,40.529037
2015-09-17,41.59,42.200001,41.130001,41.349998,2127100,40.246773
2015-09-18,40.759998,40.860001,40.02,40.25,2948100,39.176123
2015-09-21,40.400002,40.59,39.860001,40.290001,2433300,39.215057
2015-09-22,39.490002,39.779999,38.73,39.130001,2466500,38.086006
2015-09-23,39.32,39.400002,38.360001,38.459999,1917800,37.43388
2015-09-24,38.169998,38.849998,37.98,38.630001,4602900,37.599346
2015-09-25,39.060001,39.25,38.279999,38.509998,2732600,37.482545
2015-09-28,37.73,37.77,36.759998,37.0,3336400,36.365058
2015-09-29,37.16,37.57,36.77,37.16,3106500,36.522312
2015-09-30,37.709999,37.880001,37.02,37.549999,2384400,36.905619
2015-10-01,37.810001,38.080002,37.240002,37.610001,2791100,36.964591
2015-10-02,37.290001,38.09,36.970001,38.0,3756800,37.347897
2015-10-05,38.720001,39.889999,38.68,39.82,3402400,39.136665
2015-10-06,39.900002,40.040001,38.970001,39.919998,4242300,39.234947
2015-10-07,40.650002,41.099998,39.32,40.580002,3091600,39.883625
2015-10-08,40.459999,41.470001,40.389999,41.259998,2037200,40.551952
2015-10-09,41.5,41.939999,41.130001,41.470001,1751500,40.758351
2015-10-12,41.610001,41.610001,40.950001,41.279999,1586200,40.571609
2015-10-13,40.790001,42.0,40.619999,41.529999,1786500,40.817319
2015-10-14,41.75,42.080002,41.209999,41.529999,1680700,40.817319
2015-10-15,41.759998,42.200001,41.43,42.18,1559800,41.456166
2015-10-16,42.400002,42.400002,41.619999,42.16,2046700,41.436509
2015-10-19,41.779999,41.849998,40.830002,41.139999,1748100,40.434013
2015-10-20,40.830002,41.450001,40.650002,40.880001,1914200,40.178476
2015-10-21,40.98,41.279999,40.209999,40.299999,2257000,39.608427
2015-10-22,40.540001,42.799999,40.389999,42.599998,2563100,41.868957
2015-10-23,43.009998,43.709999,42.75,43.5,2757700,42.753514
2015-10-26,43.200001,43.439999,42.279999,42.380001,1720700,41.652735
2015-10-27,42.299999,42.639999,41.84,42.389999,2084800,41.662562
2015-10-28,42.389999,42.959999,42.040001,42.650002,2166100,41.918102
2015-10-29,42.299999,42.720001,42.150002,42.310001,1930100,41.583937
2015-10-30,42.540001,42.740002,42.209999,42.299999,2865600,41.574106
2015-11-02,42.279999,43.93,42.110001,43.540001,2152600,42.792829
2015-11-03,43.490002,43.919998,42.959999,43.389999,2974700,42.645401
2015-11-04,43.43,43.450001,41.939999,42.720001,2379000,41.986901
2015-11-05,42.630001,42.740002,42.009998,42.279999,1717600,41.554449
2015-11-06,41.860001,42.18,41.330002,42.099998,2032800,41.377537
2015-11-09,42.09,42.209999,41.299999,41.779999,2049300,41.063029
2015-11-10,41.5,41.779999,41.259998,41.720001,1631400,41.004061
2015-11-11,41.959999,41.98,40.900002,41.220001,1672600,40.512641
2015-11-12,40.540001,40.549999,39.330002,40.110001,3717800,39.421689
2015-11-13,40.119999,41.200001,40.110001,40.630001,1619700,39.932766
2015-11-16,40.59,41.41,40.450001,41.099998,1620500,40.394698
2015-11-17,40.59,41.23,40.389999,40.540001,1871300,39.84431
2015-11-18,41.009998,42.189999,40.93,42.169998,1700000,41.446336
2015-11-19,42.07,42.369999,41.68,41.810001,1610500,41.092517
2015-11-20,42.009998,42.299999,41.130001,41.32,1878000,40.610924
2015-11-23,41.25,41.650002,40.57,40.66,1493600,39.96225
2015-11-24,40.790001,42.259998,40.650002,42.16,3136400,41.436509
2015-11-25,41.939999,42.080002,41.470001,41.639999,1512100,40.925432
2015-11-27,41.459999,41.869999,41.27,41.75,624100,41.033545
2015-11-30,41.459999,41.779999,40.93,41.450001,2900300,40.738694
2015-12-01,41.700001,42.209999,41.450001,42.16,1689800,41.436509
2015-12-02,41.759998,41.990002,41.18,41.25,1818200,40.542125
2015-12-03,41.529999,41.560001,40.439999,40.880001,1807600,40.178476
2015-12-04,40.919998,41.189999,40.580002,41.099998,1751700,40.394698
2015-12-07,40.66,40.66,39.77,40.299999,1572300,39.608427
2015-12-08,39.259998,40.279999,39.16,39.459999,2304200,38.782842
2015-12-09,39.919998,40.700001,39.810001,40.0,1818100,39.313576
2015-12-10,39.93,41.450001,39.849998,41.029999,2437100,40.3259
2015-12-11,40.419998,40.720001,39.919998,39.990002,2512800,39.303749
2015-12-14,40.290001,40.849998,39.880001,40.139999,2434600,39.451173
2015-12-15,40.41,40.580002,39.889999,40.169998,2219300,39.480657
2015-12-16,38.450001,39.259998,37.669998,38.66,5216900,37.996571
2015-12-17,38.209999,38.779999,37.740002,38.470001,3197100,37.809833
2015-12-18,38.310001,39.189999,38.119999,38.869999,5750600,38.202967
2015-12-21,39.209999,39.970001,39.049999,39.73,3213700,39.048209
2015-12-22,39.779999,41.25,39.75,41.119999,3209400,40.414355
2015-12-23,41.66,42.200001,40.669998,41.040001,3393400,40.33573
2015-12-24,41.009998,41.27,40.68,41.07,624400,40.365214
2015-12-28,40.75,40.759998,40.02,40.619999,1760100,39.922936
2015-12-29,40.580002,40.700001,40.040001,40.48,1539100,40.156055
2015-12-30,40.23,40.509998,40.099998,40.34,1965100,40.017176
2015-12-31,40.349998,40.759998,40.130001,40.299999,1910800,39.977495
2016-01-04,39.639999,40.060001,39.23,39.549999,4029900,39.233497
2016-01-05,39.900002,40.029999,39.459999,39.959999,3514500,39.640216
2016-01-06,39.220001,39.709999,39.099998,39.360001,1631000,39.045019
2016-01-07,38.59,38.610001,36.990002,37.349998,5617100,37.051102
2016-01-08,37.459999,37.75,36.360001,36.439999,3400900,36.148385
2016-01-11,36.740002,36.82,35.799999,36.139999,3334300,35.850786
2016-01-12,36.450001,36.849998,35.439999,36.290001,4248900,35.999587
2016-01-13,36.610001,37.07,35.549999,35.619999,3481100,35.334947
2016-01-14,35.880001,36.59,35.5,36.220001,3819000,35.930148
2016-01-15,35.279999,35.540001,34.720001,35.150002,3362300,34.868711
2016-01-19,35.790001,35.900002,34.740002,35.27,3265500,34.987749
2016-01-20,34.610001,35.400002,33.900002,34.98,3579000,34.700069
2016-01-21,34.950001,35.580002,34.700001,35.009998,2826100,34.729828
2016-01-22,35.639999,35.860001,35.02,35.360001,2836000,35.077029
2016-01-25,35.27,35.580002,34.82,34.860001,2326500,34.581031
2016-01-26,35.330002,36.880001,35.25,36.540001,3707000,36.247587
2016-01-27,35.950001,36.630001,35.57,35.700001,3327200,35.414309
2016-01-28,37.0,37.0,34.900002,36.639999,3970000,36.346785
2016-01-29,36.709999,39.110001,36.639999,39.07,6027800,38.757339
2016-02-01,38.709999,39.23,38.0,39.18,3355800,38.866459
2016-02-02,38.669998,38.759998,38.18,38.490002,2949000,38.181982
2016-02-03,38.98,40.009998,38.470001,39.91,2839600,39.590617
2016-02-04,40.330002,41.16,40.099998,40.470001,2907700,40.146137
2016-02-05,40.139999,41.240002,39.669998,39.919998,2782700,39.600535
2016-02-08,39.869999,39.970001,39.110001,39.389999,2598000,39.074778
2016-02-09,38.919998,39.380001,38.290001,38.91,2720300,38.598619
2016-02-10,38.990002,39.939999,38.75,38.950001,1624300,38.6383
2016-02-11,38.509998,38.689999,37.709999,38.349998,2095000,38.0431
2016-02-12,39.189999,40.060001,38.639999,40.029999,2540800,39.709656
2016-02-16,40.23,40.5,39.650002,40.18,2450500,39.858457
2016-02-17,40.549999,41.080002,40.450001,40.759998,2614200,40.433813
2016-02-18,40.720001,40.830002,39.830002,40.029999,2544100,39.709656
2016-02-19,39.860001,39.869999,39.110001,39.389999,2708700,39.074778
2016-02-22,39.849998,40.099998,39.560001,39.759998,2662400,39.441816
2016-02-23,39.369999,39.560001,38.880001,38.900002,2096400,38.588701
2016-02-24,38.259998,39.060001,37.77,39.02,2957700,38.70774
2016-02-25,38.939999,39.75,38.790001,39.75,2162100,39.431897
2016-02-26,39.919998,40.419998,39.700001,39.959999,1851300,39.640216
2016-02-29,39.310001,39.900002,39.080002,39.34,2816900,39.025179
2016-03-01,39.959999,41.200001,39.619999,40.959999,2172400,40.632213
2016-03-02,41.349998,42.310001,41.209999,42.240002,2974300,41.901973
2016-03-03,42.290001,43.209999,42.139999,42.75,3967300,42.40789
2016-03-04,42.950001,43.84,42.200001,42.959999,3442800,42.616208
2016-03-07,43.16,44.77,43.0,44.759998,3646300,44.401803
2016-03-08,44.139999,44.950001,44.040001,44.32,3750100,43.965325
2016-03-09,44.470001,44.779999,43.279999,43.540001,2827700,43.191569
2016-03-10,43.599998,45.07,43.459999,44.990002,2733700,44.629966
2016-03-11,45.360001,45.439999,44.279999,45.380001,2944200,45.016844
2016-03-14,45.040001,45.650002,44.689999,45.150002,2380300,44.788685
2016-03-15,44.73,45.490002,44.389999,45.049999,2126300,44.689483
2016-03-16,44.720001,45.610001,44.490002,45.490002,3249400,45.125964
2016-03-17,45.860001,46.759998,45.25,46.650002,3108100,46.276681
2016-03-18,46.759998,47.360001,46.34,46.700001,3119200,46.32628
2016-03-21,46.57,46.689999,45.860001,46.41,1804800,46.0386
2016-03-22,45.93,46.860001,45.91,46.59,1970300,46.21716
2016-03-23,46.09,46.669998,45.880001,46.049999,2518500,45.68148
2016-03-24,45.560001,46.540001,45.52,46.48,1995700,46.10804
2016-03-28,46.560001,47.189999,46.209999,46.860001,2637000,46.485
2016-03-29,46.27,47.27,45.959999,47.240002,2679600,47.240002
2016-03-30,47.57,48.52,47.25,48.310001,4989200,48.310001
2016-03-31,48.18,48.189999,47.259998,47.299999,3951300,47.299999
2016-04-01,46.830002,47.580002,46.720001,47.52,2414800,47.52
2016-04-04,47.41,47.779999,46.599998,46.68,2356200,46.68
2016-04-05,46.5,47.07,46.5,46.779999,2045200,46.779999
2016-04-06,46.84,47.25,46.360001,47.220001,1715100,47.220001
2016-04-07,46.779999,46.990002,46.23,46.560001,2154600,46.560001
2016-04-08,47.130001,47.75,47.02,47.290001,1954500,47.290001
2016-04-11,47.610001,48.310001,47.57,47.669998,2827400,47.669998
2016-04-12,48.040001,48.400002,47.549999,48.09,2633000,48.09
2016-04-13,48.740002,49.5,48.5,49.09,2747400,49.09
2016-04-14,49.189999,49.369999,48.830002,49.310001,2065300,49.310001
2016-04-15,49.209999,49.560001,48.93,49.509998,2166200,49.509998
2016-04-18,49.349998,49.939999,49.23,49.860001,2279700,49.860001
2016-04-19,50.139999,50.779999,50.0,50.459999,2860900,50.459999
2016-04-20,50.610001,50.720001,49.790001,50.279999,2867100,50.279999
2016-04-21,49.959999,50.139999,48.59,49.5,2590600,49.5
2016-04-22,49.150002,50.150002,49.150002,49.549999,2310100,49.549999
2016-04-25,49.25,49.66,48.830002,49.119999,2529300,49.119999
2016-04-26,49.43,49.599998,48.650002,49.509998,3139900,49.509998
2016-04-27,49.610001,50.66,48.919998,50.610001,2252600,50.610001
2016-04-28,50.310001,51.099998,49.799999,49.939999,2585600,49.939999
2016-04-29,49.959999,50.41,49.380001,49.779999,5610900,49.779999
2016-05-02,49.740002,50.400002,49.419998,50.299999,2266000,50.299999
2016-05-03,49.439999,49.529999,48.299999,48.73,3717700,48.73
2016-05-04,48.290001,49.049999,47.82,48.5,3933200,48.5
2016-05-05,48.73,49.040001,48.110001,48.459999,2479000,48.459999
2016-05-06,48.41,48.959999,47.880001,48.849998,2085000,48.849998
2016-05-09,47.889999,48.130001,46.450001,46.48,3279000,46.48
2016-05-10,46.759998,47.959999,46.57,47.919998,2705100,47.919998
2016-05-11,47.98,48.560001,47.529999,47.610001,1904900,47.610001
2016-05-12,47.98,48.18,47.220001,47.439999,2086500,47.439999
2016-05-13,47.279999,47.59,46.860001,47.060001,2297900,47.060001
2016-05-16,47.290001,48.299999,47.290001,47.810001,2022800,47.810001
2016-05-17,47.639999,47.810001,46.34,46.560001,3933500,46.560001
2016-05-18,46.259998,46.98,45.650002,45.860001,1903900,45.860001
2016-05-19,45.450001,46.66,45.32,46.540001,2335000,46.540001
2016-05-20,46.880001,46.98,46.369999,46.529999,1701200,46.529999
2016-05-23,46.23,47.16,46.029999,46.830002,1794700,46.830002
2016-05-24,47.099998,47.369999,46.810001,47.16,1911800,47.16
2016-05-25,47.380001,48.529999,47.139999,48.389999,2372900,48.389999
2016-05-26,49.23,49.549999,48.330002,48.509998,1931100,48.509998
2016-05-27,48.419998,48.66,47.689999,48.389999,2704000,48.389999
2016-05-31,48.610001,49.029999,48.130001,48.509998,2191900,48.509998
2016-06-01,48.07,48.880001,47.91,48.799999,1850400,48.799999
2016-06-02,48.52,49.16,48.389999,49.16,1865700,49.16
2016-06-03,49.32,49.91,48.880001,49.880001,2623700,49.880001
2016-06-06,49.889999,50.5,49.799999,50.419998,2112400,50.419998
2016-06-07,50.259998,50.650002,50.130001,50.369999,2112600,50.369999
2016-06-08,50.98,51.990002,50.939999,51.759998,3057100,51.759998
2016-06-09,51.18,51.220001,50.360001,50.549999,2966400,50.549999
2016-06-10,50.18,50.849998,50.02,50.5,2521800,50.5
2016-06-13,50.73,50.849998,49.970001,49.98,2977800,49.98
