Date,Open_BLK,High_BLK,Low_BLK,Close_BLK,Volume_BLK,AdjClose_BLK
2015-01-15,349.070007,349.579987,340.570007,342.450012,661800,329.569877
2015-01-16,342.450012,348.609985,339.100006,348.070007,916300,334.978495
2015-01-20,350.01001,351.600006,344.670013,346.589996,939800,333.554149
2015-01-21,344.630005,351.0,342.51001,349.5,822300,336.354703
2015-01-22,354.0,362.040009,348.470001,360.790009,714600,347.220075
2015-01-23,361.269989,361.720001,355.109985,355.119995,415000,341.76332
2015-01-26,354.0,358.450012,352.649994,357.390015,467900,343.94796
2015-01-27,353.25,355.0,350.779999,351.480011,435800,338.260242
2015-01-28,353.48999,354.709991,344.769989,345.029999,562200,332.052826
2015-01-29,345.790009,348.160004,342.769989,346.940002,593600,333.890991
2015-01-30,345.089996,347.959991,340.269989,340.51001,663200,327.702842
2015-02-02,342.369995,348.100006,339.440002,347.640015,610100,334.564675
2015-02-03,348.059998,353.399994,348.059998,352.950012,655300,339.674954
2015-02-04,346.540009,354.329987,344.950012,350.779999,543800,337.586559
2015-02-05,352.339996,359.820007,352.01001,358.820007,743600,345.324169
2015-02-06,362.25,367.470001,360.149994,362.429993,649200,348.798376
2015-02-09,360.029999,362.589996,358.829987,360.869995,402500,347.297053
2015-02-10,365.0,372.049988,364.339996,370.670013,726700,356.728476
2015-02-11,369.549988,372.25,367.290009,369.899994,461300,355.987418
2015-02-12,370.0,375.459991,370.0,374.880005,444700,360.780122
2015-02-13,374.890015,378.029999,373.799988,376.040009,553700,361.896496
2015-02-17,379.51001,382.839996,377.799988,380.329987,1122400,366.02512
2015-02-18,380.540009,381.170013,376.790009,377.859985,583200,363.64802
2015-02-19,376.690002,379.429993,376.049988,377.609985,498700,363.407423
2015-02-20,375.720001,377.670013,373.149994,376.640015,774200,362.473935
2015-02-23,377.170013,378.0,373.700012,376.429993,443600,362.271812
2015-02-24,377.709991,379.880005,377.0,378.109985,451700,363.888617
2015-02-25,377.73999,378.649994,375.559998,375.920013,443200,361.781014
2015-02-26,374.790009,377.01001,373.25,375.019989,397700,360.914841
2015-02-27,375.019989,376.850006,371.380005,371.420013,702200,357.450267
2015-03-02,371.420013,376.690002,367.880005,376.420013,478000,362.262208
2015-03-03,374.279999,375.649994,370.850006,373.660004,428900,359.606007
2015-03-04,369.049988,370.910004,367.209991,369.140015,371000,357.3408
2015-03-05,370.0,371.480011,367.339996,369.940002,366100,358.115217
2015-03-06,369.529999,375.540009,364.850006,365.470001,538700,353.788095
2015-03-09,365.470001,367.970001,363.540009,364.589996,519200,352.936218
2015-03-10,361.23999,362.75,356.070007,356.190002,531200,344.804723
2015-03-11,357.149994,359.839996,356.630005,358.410004,464700,346.953763
2015-03-12,360.600006,368.929993,360.600006,368.709991,474400,356.924522
2015-03-13,368.98999,369.980011,364.200012,367.73999,521700,355.985526
2015-03-16,370.670013,374.73999,369.720001,374.079987,491800,362.12287
2015-03-17,373.040009,376.140015,371.529999,374.26001,531500,362.297139
2015-03-18,373.970001,380.98999,371.450012,377.76001,595700,365.685265
2015-03-19,376.0,376.450012,369.119995,369.950012,632600,358.124906
2015-03-20,370.619995,379.589996,370.420013,378.640015,681600,366.537141
2015-03-23,377.920013,380.820007,374.019989,374.329987,453000,362.364879
2015-03-24,373.320007,373.929993,369.100006,369.100006,452800,357.30207
2015-03-25,369.890015,372.049988,363.76001,363.920013,391300,352.287651
2015-03-26,360.73999,364.820007,360.01001,362.149994,417600,350.574208
2015-03-27,361.839996,363.73999,360.25,361.630005,386900,350.07084
2015-03-30,363.100006,369.619995,363.100006,368.100006,470900,356.334034
2015-03-31,366.209991,368.140015,364.700012,365.839996,426400,354.146263
2015-04-01,364.51001,366.929993,361.839996,362.570007,593800,350.980797
2015-04-02,363.320007,367.149994,362.670013,366.399994,351800,354.688361
2015-04-06,362.859985,369.119995,361.549988,366.980011,345000,355.249839
2015-04-07,366.75,370.899994,366.329987,368.619995,448700,356.837402
2015-04-08,370.049988,371.450012,367.450012,369.709991,569400,357.892558
2015-04-09,370.0,371.779999,367.679993,371.529999,392300,359.65439
2015-04-10,372.519989,372.98999,368.019989,369.450012,348300,357.640889
2015-04-13,369.950012,373.0,369.649994,369.690002,421000,357.873208
2015-04-14,369.850006,374.190002,367.089996,373.660004,581700,361.716312
2015-04-15,374.380005,377.279999,373.450012,376.660004,710800,364.620419
2015-04-16,378.519989,378.790009,364.369995,372.179993,901800,360.283608
2015-04-17,369.690002,372.0,363.160004,365.399994,798800,353.720325
2015-04-20,368.0,370.929993,367.429993,369.709991,416500,357.892558
2015-04-21,371.679993,371.890015,367.100006,367.519989,448500,355.772557
2015-04-22,369.089996,371.220001,365.399994,369.51001,451600,357.698968
2015-04-23,368.5,372.559998,366.929993,371.929993,432600,360.041599
2015-04-24,372.730011,373.880005,369.779999,372.980011,355700,361.058054
2015-04-27,374.589996,376.730011,371.179993,371.890015,354400,360.002899
2015-04-28,370.170013,377.98999,370.170013,377.850006,395400,365.772384
2015-04-29,375.619995,378.799988,365.820007,366.670013,981700,354.94975
2015-04-30,366.269989,368.899994,362.339996,363.940002,673300,352.307001
2015-05-01,366.529999,369.220001,365.019989,368.640015,412900,356.856782
2015-05-04,369.790009,371.679993,368.73999,370.269989,375400,358.434656
2015-05-05,368.480011,371.769989,365.119995,366.049988,380700,354.349543
2015-05-06,366.390015,367.890015,361.049988,363.399994,427700,351.784253
2015-05-07,363.5,367.570007,362.829987,365.679993,431300,353.991374
2015-05-08,367.350006,371.26001,365.690002,370.040009,445800,358.212026
2015-05-11,369.549988,372.140015,367.690002,367.779999,431700,356.024255
2015-05-12,365.869995,366.179993,362.380005,365.170013,452300,353.497696
2015-05-13,364.480011,366.540009,363.51001,365.130005,435000,353.458966
2015-05-14,367.519989,371.51001,366.899994,371.470001,419000,359.59631
2015-05-15,372.0,372.660004,368.570007,370.850006,415800,358.996133
2015-05-18,370.160004,371.970001,368.73999,370.709991,391900,358.860594
2015-05-19,371.690002,372.950012,368.920013,371.079987,406000,359.218762
2015-05-20,370.630005,371.660004,367.679993,370.25,447900,358.415305
2015-05-21,370.5,371.769989,368.029999,368.220001,390500,356.450194
2015-05-22,368.390015,369.459991,367.529999,368.079987,303700,356.314654
2015-05-26,367.01001,368.410004,364.820007,365.029999,695400,353.362157
2015-05-27,366.029999,369.679993,364.779999,368.679993,352500,356.895482
2015-05-28,366.980011,369.76001,366.079987,369.51001,358100,357.698968
2015-05-29,369.470001,369.470001,365.0,365.779999,627000,354.088184
2015-06-01,366.079987,367.269989,362.649994,364.269989,418400,352.62644
2015-06-02,362.799988,364.679993,360.540009,363.399994,430800,351.784253
2015-06-03,364.390015,367.01001,362.519989,364.950012,464400,353.284727
2015-06-04,362.720001,364.519989,356.399994,357.829987,640000,346.392286
2015-06-05,358.0,360.390015,350.429993,355.320007,740500,346.070899
2015-06-08,356.450012,357.779999,353.160004,353.450012,683000,344.249581
2015-06-09,353.880005,356.109985,352.01001,352.730011,539000,343.548321
2015-06-10,354.98999,357.910004,354.279999,355.609985,768500,346.353329
2015-06-11,356.730011,358.829987,355.01001,356.809998,585800,347.522104
2015-06-12,356.0,356.700012,352.820007,353.429993,517200,344.230082
2015-06-15,351.630005,356.799988,348.470001,355.279999,1096900,346.031932
2015-06-16,353.839996,357.959991,353.839996,357.279999,351900,347.979871
2015-06-17,358.959991,360.109985,356.369995,357.299988,462700,347.99934
2015-06-18,358.0,361.809998,356.589996,360.880005,445300,351.486168
2015-06-19,359.880005,361.179993,357.720001,359.190002,658900,349.840157
2015-06-22,360.850006,363.529999,358.630005,358.959991,430600,349.616133
2015-06-23,359.5,361.48999,359.109985,360.149994,420700,350.775159
2015-06-24,360.019989,360.98999,355.01001,355.570007,558700,346.314391
2015-06-25,355.570007,356.480011,350.880005,351.130005,482300,341.989964
2015-06-26,353.059998,354.899994,351.899994,354.470001,642900,345.243019
2015-06-29,350.380005,352.0,344.339996,344.540009,558700,335.571508
2015-06-30,347.950012,349.140015,343.850006,345.980011,776700,336.974026
2015-07-01,350.0,352.089996,345.619995,347.399994,495400,338.357046
2015-07-02,348.230011,348.5,343.660004,345.399994,433900,336.409107
2015-07-06,342.359985,345.73999,340.01001,342.809998,698100,333.886529
2015-07-07,343.079987,344.410004,335.690002,342.609985,853300,333.691724
2015-07-08,340.0,341.029999,333.640015,334.119995,955600,325.422731
2015-07-09,341.049988,342.369995,336.309998,336.890015,797300,328.120646
2015-07-10,339.940002,341.209991,337.279999,339.459991,1156400,330.623725
2015-07-13,342.570007,345.420013,341.670013,344.26001,800700,335.298797
2015-07-14,342.859985,344.350006,340.630005,342.730011,1213800,333.808625
2015-07-15,343.410004,347.820007,340.899994,346.48999,1106400,337.47073
2015-07-16,349.649994,354.98999,349.040009,354.279999,805900,345.057962
2015-07-17,353.100006,355.690002,351.600006,354.540009,729200,345.311204
2015-07-20,355.970001,356.01001,351.869995,353.100006,441800,343.908685
2015-07-21,352.440002,354.420013,350.540009,351.820007,481700,342.662005
2015-07-22,352.0,352.350006,349.399994,350.0,719500,340.889373
2015-07-23,350.079987,351.190002,345.579987,346.440002,526600,337.422044
2015-07-24,345.820007,347.709991,340.25,341.410004,630500,332.522978
2015-07-27,339.5,341.380005,334.200012,336.23999,882100,327.487542
2015-07-28,338.880005,338.880005,335.390015,336.839996,713200,328.071929
2015-07-29,337.220001,341.0,336.0,339.839996,663400,330.993838
2015-07-30,339.709991,341.040009,337.790009,338.75,622300,329.932215
2015-07-31,339.589996,341.720001,335.769989,336.320007,507800,327.565476
2015-08-03,336.670013,339.140015,332.51001,334.700012,528500,325.98765
2015-08-04,335.549988,337.109985,330.26001,332.440002,676200,323.786469
2015-08-05,334.0,338.140015,334.0,334.690002,662800,325.977901
2015-08-06,335.470001,336.190002,331.730011,333.070007,583600,324.400075
2015-08-07,332.309998,334.570007,329.160004,331.850006,368900,323.21183
2015-08-10,334.100006,338.359985,332.700012,335.589996,513400,326.854467
2015-08-11,333.049988,333.98999,329.0,330.0,695100,321.409981
2015-08-12,325.700012,328.309998,319.920013,327.130005,786700,318.614693
2015-08-13,327.929993,329.399994,325.029999,325.910004,474900,317.426448
2015-08-14,325.980011,328.709991,325.0,328.140015,450000,319.598411
2015-08-17,326.25,329.529999,325.160004,329.329987,387600,320.757408
2015-08-18,328.0,329.040009,327.070007,328.720001,442500,320.163301
2015-08-19,327.709991,329.0,323.01001,323.26001,720300,314.845435
2015-08-20,321.809998,322.420013,316.690002,317.059998,744500,308.806811
2015-08-21,313.209991,316.790009,306.950012,307.269989,1195700,299.27164
2015-08-24,291.399994,306.149994,275.0,299.170013,1578300,291.38251
2015-08-25,309.980011,311.670013,294.649994,294.660004,1259700,286.989897
2015-08-26,302.5,304.149994,295.589996,303.089996,1351700,295.200454
2015-08-27,306.529999,314.98999,306.529999,314.470001,945500,306.284233
2015-08-28,312.579987,312.579987,307.600006,311.230011,782900,303.128581
2015-08-31,307.26001,308.76001,302.040009,302.470001,786800,296.674648
2015-09-01,293.730011,296.769989,291.459991,294.299988,1541500,288.661173
2015-09-02,297.299988,298.529999,294.23999,298.529999,1341800,292.810137
2015-09-03,299.559998,301.470001,298.170013,300.26001,1149300,294.507
2015-09-04,295.649994,297.410004,292.399994,294.23999,985500,288.602325
2015-09-08,299.630005,302.48999,296.829987,301.429993,934600,295.654566
2015-09-09,304.950012,306.660004,296.079987,296.769989,698200,291.083849
2015-09-10,297.799988,303.839996,296.779999,301.309998,952900,295.53687
2015-09-11,301.0,303.589996,298.799988,303.309998,804800,297.49855
2015-09-14,303.25,303.75,300.269989,301.059998,567400,295.29166
2015-09-15,303.600006,308.540009,301.51001,307.899994,950600,302.000602
2015-09-16,309.799988,314.230011,307.809998,313.51001,959300,307.503129
2015-09-17,312.230011,316.73999,310.660004,311.630005,964300,305.659145
2015-09-18,307.73999,313.579987,307.73999,308.869995,1570800,302.952018
2015-09-21,310.200012,313.899994,309.570007,312.390015,728200,306.404593
2015-09-22,307.75,307.75,301.75,304.329987,814600,298.498996
2015-09-23,304.089996,305.540009,301.450012,303.26001,454800,297.44952
2015-09-24,301.0,301.910004,299.049988,300.51001,726500,294.75221
2015-09-25,304.140015,306.48999,300.910004,302.980011,645700,297.174886
2015-09-28,300.119995,303.0,293.76001,294.059998,732500,288.425781
2015-09-29,295.269989,296.48999,291.0,293.519989,794100,287.896119
2015-09-30,301.0,301.670013,294.579987,297.470001,756200,291.770449
2015-10-01,297.070007,298.76001,291.5,295.920013,814300,290.250159
2015-10-02,291.0,303.390015,289.149994,303.359985,854600,297.54758
2015-10-05,306.190002,314.309998,305.220001,313.609985,936200,307.601189
2015-10-06,312.700012,314.279999,310.730011,312.730011,725600,306.738075
2015-10-07,315.51001,321.320007,315.119995,320.640015,1103200,314.496523
2015-10-08,319.119995,319.869995,316.670013,318.570007,653500,312.466177
2015-10-09,318.570007,320.98999,315.089996,318.109985,580800,312.014969
2015-10-12,318.690002,318.690002,311.76001,315.660004,613200,309.611929
2015-10-13,312.700012,317.369995,312.339996,315.119995,890000,309.082267
2015-10-14,320.269989,326.380005,317.0,322.470001,1124700,316.291446
2015-10-15,324.450012,327.26001,320.589996,325.630005,736500,319.390904
2015-10-16,327.350006,331.279999,325.290009,330.829987,736900,324.491254
2015-10-19,329.339996,330.040009,326.399994,327.880005,584300,321.597794
2015-10-20,326.470001,328.369995,325.929993,327.149994,443200,320.88177
2015-10-21,327.640015,329.119995,321.690002,321.980011,625700,315.810844
2015-10-22,323.950012,335.869995,322.809998,335.350006,722000,328.924669
2015-10-23,338.269989,341.25,336.140015,340.790009,959000,334.260441
2015-10-26,339.910004,340.390015,335.910004,337.019989,600100,330.562655
2015-10-27,335.73999,336.140015,333.029999,335.570007,388400,329.140455
2015-10-28,336.630005,346.329987,335.98999,346.320007,950900,339.684484
2015-10-29,345.679993,350.98999,343.5,349.859985,929500,343.156636
2015-10-30,351.26001,354.589996,349.040009,351.970001,1601900,345.226224
2015-11-02,353.660004,356.609985,352.0,354.570007,812200,347.776413
2015-11-03,353.190002,360.0,353.190002,358.470001,850900,351.601683
2015-11-04,358.959991,360.98999,355.059998,356.48999,749300,349.659609
2015-11-05,355.98999,359.450012,355.179993,357.299988,510700,350.454087
2015-11-06,359.950012,361.5,353.73999,356.700012,560900,349.865607
2015-11-09,355.5,357.73999,347.149994,349.570007,1278900,342.872214
2015-11-10,347.23999,351.100006,344.730011,350.269989,713300,343.558784
2015-11-11,352.209991,352.820007,349.779999,350.5,454500,343.784388
2015-11-12,346.519989,349.769989,345.019989,345.73999,637000,339.11558
2015-11-13,345.279999,347.320007,342.470001,343.25,590600,336.673298
2015-11-16,343.26001,352.959991,342.579987,352.329987,672700,345.579312
2015-11-17,352.410004,357.920013,350.850006,353.420013,578100,346.648453
2015-11-18,354.679993,361.059998,352.450012,360.630005,535900,353.720301
2015-11-19,360.529999,361.029999,357.950012,359.089996,489500,352.209799
2015-11-20,361.070007,363.570007,360.799988,362.459991,530100,355.515225
2015-11-23,362.850006,364.559998,361.070007,363.25,423900,356.290097
2015-11-24,360.529999,361.459991,356.380005,356.809998,807800,349.973485
2015-11-25,358.01001,362.26001,356.799988,360.619995,415300,353.710483
2015-11-27,359.649994,360.0,355.269989,358.390015,263500,351.523229
2015-11-30,359.160004,364.869995,358.339996,363.720001,870200,356.751093
2015-12-01,362.940002,364.809998,360.23999,361.730011,739000,356.9386
2015-12-02,360.700012,363.410004,356.130005,358.920013,1080100,354.165823
2015-12-03,359.079987,360.619995,350.109985,352.0,890900,347.337471
2015-12-04,353.910004,361.660004,351.679993,360.76001,684100,355.981447
2015-12-07,359.420013,360.390015,353.220001,355.470001,583000,350.761509
2015-12-08,353.399994,354.940002,346.559998,348.940002,758300,344.318006
2015-12-09,348.040009,353.48999,343.130005,344.570007,663500,340.005895
2015-12-10,344.25,349.040009,342.820007,345.25,659400,340.67688
2015-12-11,340.640015,341.859985,321.220001,322.779999,1636100,318.504513
2015-12-14,322.679993,327.809998,314.619995,319.600006,1267900,315.366642
2015-12-15,324.950012,331.429993,322.649994,329.540009,1030800,325.174981
2015-12-16,331.100006,334.0,322.160004,331.0,1142500,326.615633
2015-12-17,332.850006,336.350006,328.579987,330.209991,1127000,325.836089
2015-12-18,326.980011,328.149994,321.429993,321.470001,1025200,317.211867
2015-12-21,325.630005,328.119995,322.480011,325.549988,534100,321.237811
2015-12-22,326.0,331.420013,322.470001,330.51001,711700,326.132133
2015-12-23,333.809998,340.170013,332.589996,339.640015,678400,335.141204
2015-12-24,340.369995,340.869995,335.179993,337.399994,240300,332.930854
2015-12-28,336.940002,342.820007,334.880005,342.450012,865800,337.913981
2015-12-29,344.769989,347.149994,341.98999,343.600006,480200,339.048742
2015-12-30,342.359985,345.190002,341.220001,342.049988,356900,337.519255
2015-12-31,339.940002,345.75,337.799988,340.519989,500000,336.009522
2016-01-04,333.040009,333.459991,329.01001,333.100006,958900,328.687823
2016-01-05,334.190002,336.100006,329.119995,333.959991,803200,329.536417
2016-01-06,327.279999,331.899994,327.0,330.160004,1138500,325.786763
2016-01-07,320.600006,325.649994,312.609985,315.730011,1285300,311.547908
2016-01-08,317.559998,319.76001,307.029999,307.779999,1500200,303.7032
2016-01-11,309.070007,310.0,304.369995,308.320007,1258400,304.236056
2016-01-12,312.420013,314.600006,307.589996,313.589996,1096800,309.436239
2016-01-13,315.209991,318.429993,303.619995,304.609985,1200000,300.575176
2016-01-14,305.26001,315.450012,299.309998,310.0,1373700,305.893795
2016-01-15,298.959991,299.950012,290.459991,296.579987,1972600,292.651541
2016-01-19,300.399994,301.76001,290.480011,294.0,1070400,290.105729
2016-01-20,288.670013,294.149994,280.549988,292.0,1685900,288.13222
2016-01-21,292.790009,296.890015,289.480011,289.899994,1100300,286.06003
2016-01-22,295.839996,301.890015,294.98999,300.559998,780600,296.578834
2016-01-25,300.059998,300.940002,289.200012,289.720001,1010500,285.882422
2016-01-26,292.459991,300.429993,291.269989,299.26001,1066100,295.296065
2016-01-27,299.0,311.0,297.380005,302.119995,1147300,298.118168
2016-01-28,302.609985,307.809998,298.040009,299.170013,1023800,295.207261
2016-01-29,303.369995,314.339996,301.899994,314.26001,986500,310.097378
2016-02-01,311.910004,314.5,306.679993,312.25,754900,308.113992
2016-02-02,305.820007,305.820007,298.019989,301.209991,1061300,297.220218
2016-02-03,301.700012,306.910004,290.070007,304.059998,1372000,300.032473
2016-02-04,302.25,316.0,302.25,313.700012,1037600,309.544798
2016-02-05,312.029999,315.170013,306.350006,307.75,1057600,303.673599
2016-02-08,301.359985,301.359985,289.369995,293.459991,1162100,289.572873
2016-02-09,287.0,297.609985,286.519989,294.529999,878800,290.628707
2016-02-10,299.290009,305.730011,297.130005,298.559998,711700,294.605325
2016-02-11,289.470001,297.230011,289.0,294.209991,1266300,290.312939
2016-02-12,300.179993,307.5,297.040009,306.799988,941700,302.73617
2016-02-16,312.029999,315.649994,309.329987,314.470001,764600,310.304588
2016-02-17,318.839996,321.269989,316.98999,319.880005,888100,315.642932
2016-02-18,319.519989,320.049988,314.140015,315.970001,660800,311.784719
2016-02-19,313.070007,314.549988,307.589996,314.290009,835300,310.126979
2016-02-22,314.290009,321.720001,312.25,316.450012,817400,312.258372
2016-02-23,315.0,317.420013,306.410004,309.859985,758700,305.755635
2016-02-24,304.48999,311.869995,297.890015,307.980011,845000,303.900563
2016-02-25,309.589996,313.75,303.869995,313.619995,608600,309.465841
2016-02-26,316.600006,318.570007,311.920013,313.920013,678200,309.761885
2016-02-29,312.600006,315.630005,311.089996,311.959991,870100,307.827825
2016-03-01,315.269989,323.029999,314.130005,322.570007,832300,318.297303
2016-03-02,320.100006,327.230011,318.399994,326.730011,1051400,322.402204
2016-03-03,323.459991,324.970001,320.429993,323.140015,837700,321.110366
2016-03-04,323.279999,325.869995,320.700012,323.76001,671700,321.726467
2016-03-07,320.519989,327.859985,317.829987,326.730011,682400,324.677814
2016-03-08,323.299988,325.0,316.75,320.399994,674500,318.387556
2016-03-09,323.910004,328.350006,321.0,328.309998,1179000,326.247876
2016-03-10,329.769989,330.0,320.0,324.98999,688300,322.948722
2016-03-11,330.0,340.190002,326.649994,339.649994,905900,337.516646
2016-03-14,337.459991,338.910004,334.209991,337.820007,631300,335.698154
2016-03-15,333.130005,334.329987,330.390015,334.130005,627100,332.031328
2016-03-16,333.149994,335.5,329.589996,334.070007,674500,331.971708
2016-03-17,334.230011,344.730011,332.670013,341.940002,864400,339.792271
2016-03-18,344.209991,346.959991,339.630005,342.559998,763600,340.408372
2016-03-21,342.769989,345.820007,339.040009,341.980011,684600,339.832028
2016-03-22,337.170013,342.829987,337.170013,340.220001,490100,338.083073
2016-03-23,340.980011,341.859985,337.299988,339.230011,466500,337.099301
2016-03-24,336.470001,337.869995,331.730011,334.279999,662300,332.18038
2016-03-28,336.0,338.640015,334.209991,336.910004,444600,334.793866
2016-03-29,336.23999,340.429993,332.0,339.910004,635000,337.775023
2016-03-30,343.630005,344.910004,340.809998,341.369995,463100,339.225844
2016-03-31,340.339996,344.200012,339.929993,340.570007,511500,338.430881
2016-04-01,337.269989,344.559998,335.070007,342.529999,717200,340.378562
2016-04-04,342.0,343.290009,336.23999,338.519989,553100,336.393739
2016-04-05,335.920013,336.660004,331.450012,334.799988,523900,332.697103
2016-04-06,334.399994,338.730011,334.089996,337.200012,463500,335.082053
2016-04-07,334.369995,335.869995,326.929993,328.369995,529800,326.307497
2016-04-08,332.73999,335.23999,330.799988,331.600006,360500,329.51722
2016-04-11,334.910004,337.160004,332.779999,332.959991,434400,330.868664
2016-04-12,334.040009,339.869995,332.329987,339.309998,559600,337.178785
2016-04-13,343.0,348.619995,341.420013,348.290009,959400,346.102393
2016-04-14,343.0,356.200012,342.0,354.910004,833300,352.680807
2016-04-15,354.420013,358.309998,353.589996,357.73999,1108100,355.493019
2016-04-18,353.0,359.450012,351.049988,358.0,842000,355.751395
2016-04-19,361.540009,366.309998,361.200012,364.660004,834200,362.369568
2016-04-20,365.940002,368.910004,364.450012,366.920013,610100,364.615382
2016-04-21,364.359985,367.880005,362.23999,364.089996,607900,361.80314
2016-04-22,365.160004,369.209991,363.829987,365.470001,512100,363.174477
2016-04-25,364.01001,365.0,360.470001,363.660004,482700,361.375849
2016-04-26,363.73999,366.0,362.309998,365.959991,413400,363.66139
2016-04-27,366.0,369.329987,363.809998,367.470001,451200,365.161915
2016-04-28,363.200012,365.880005,357.679993,358.829987,509400,356.576169
2016-04-29,356.630005,358.040009,353.149994,356.329987,586700,354.091871
2016-05-02,358.769989,362.679993,355.119995,361.5,739000,359.229412
2016-05-03,356.0,356.630005,352.079987,355.690002,485300,353.455907
2016-05-04,352.589996,355.529999,350.730011,352.170013,599400,349.958027
2016-05-05,352.420013,354.5,351.170013,352.079987,521600,349.868566
2016-05-06,350.559998,357.089996,350.230011,356.01001,509500,353.773904
2016-05-09,355.950012,357.75,353.290009,355.01001,410700,352.780185
2016-05-10,358.0,360.299988,355.769989,360.179993,456600,357.917696
2016-05-11,358.399994,359.779999,353.420013,353.820007,482900,351.597657
2016-05-12,356.559998,357.709991,352.679993,355.600006,393800,353.366476
2016-05-13,354.720001,357.850006,346.269989,347.290009,559100,345.108674
2016-05-16,347.609985,354.149994,347.609985,351.829987,489000,349.620136
2016-05-17,350.779999,352.859985,347.619995,348.820007,647200,346.629062
2016-05-18,347.049988,356.709991,347.049988,353.48999,625500,351.269713
2016-05-19,350.380005,353.220001,345.690002,350.570007,554900,348.368071
2016-05-20,353.609985,357.329987,352.170013,354.01001,516000,351.786466
2016-05-23,354.0,356.529999,353.170013,353.899994,341100,351.677142
2016-05-24,358.0,361.709991,356.399994,361.179993,611400,358.911415
2016-05-25,363.440002,365.470001,363.130005,364.089996,485700,361.80314
2016-05-26,364.100006,364.850006,361.440002,363.100006,342700,360.819368
2016-05-27,363.339996,366.049988,363.339996,365.089996,314400,362.796859
2016-05-31,366.299988,366.299988,361.98999,363.850006,625700,361.564658
2016-06-01,361.559998,365.920013,358.850006,364.589996,447500,362.3
2016-06-02,360.880005,363.160004,356.709991,361.109985,518900,361.109985
2016-06-03,358.48999,359.880005,351.880005,359.369995,473900,359.369995
2016-06-06,358.880005,364.480011,358.880005,362.059998,435600,362.059998
2016-06-07,363.26001,363.640015,358.809998,359.059998,484500,359.059998
2016-06-08,358.559998,361.670013,358.399994,360.350006,335700,360.350006
2016-06-09,356.649994,359.0,355.390015,357.959991,331400,357.959991
2016-06-10,351.5,352.369995,345.640015,346.970001,768400,346.970001
2016-06-13,346.160004,350.570007,344.470001,344.589996,531700,344.589996
